START TIME^FG DELTA^BG DELTA^TOT DELTA^CLIENT DUZ^CLIENT NAME^KMPTMP SUBSCRIPT KEY^APPLICATION TITLE^IP^DFN
64907,70507^0^2^2^1^^ORWCV-FGBG^CPRS Cover Sheet^146.188.69.152^3
64907,70504^0^1^1^1^^ORWCV-FGBG^CPRS Cover Sheet^176.72.234.47^1
64907,70505^0^2^2^1^^ORWCV-FGBG^CPRS Cover Sheet^68.218.200.114^2
